Method, Filter, Result
IQR, J0395, 0.1405
IQR, gSDSS, 0.062
IQR, J0515, 0.122
IQR, rSDSS, 0.097
IQR, J0660, 0.14
IQR, iSDSS, 0.07400000000000001
IQR, J0861, 0.12
IQR Weighted, J0395, 1.3276698268054639
IQR Weighted, gSDSS, 5.385284184173546
IQR Weighted, J0515, 1.4036978470349641
IQR Weighted, rSDSS, 6.91290333941443
IQR Weighted, J0660, 3.580185014917068
IQR Weighted, iSDSS, 2.7767299451212275
IQR Weighted, J0861, 2.800654080570834
ETA, J0395, 0.4924007466639054
ETA, gSDSS, 0.6981775954677597
ETA, J0515, 0.6583936400793773
ETA, rSDSS, 0.4364531458068264
ETA, J0660, 0.49161272301221665
ETA, iSDSS, 0.6817547527429793
ETA, J0861, 0.5427043708569492
ETA Weighted, J0395, 0.4817970292522666
ETA Weighted, gSDSS, 1.1796198400227413
ETA Weighted, J0515, 0.6995069217929569
ETA Weighted, rSDSS, 0.4426210068000512
ETA Weighted, J0660, 0.7592557405288912
ETA Weighted, iSDSS, 0.8790637896774689
ETA Weighted, J0861, 0.5304815619863497
Sigma Weighted, J0395, 0.24754687534484568
Sigma Weighted, gSDSS, 0.13343279393183097
Sigma Weighted, J0515, 0.1395583932418784
Sigma Weighted, rSDSS, 0.1341322187038257
Sigma Weighted, J0660, 0.19131208992120782
Sigma Weighted, iSDSS, 0.16893883542122926
Sigma Weighted, J0861, 0.2395978911723781
MAD, J0395, 0.19729999999999998
MAD, gSDSS, 0.15424019024970273
MAD, J0515, 0.11053125000000001
MAD, rSDSS, 0.11879081632653059
MAD, J0660, 0.16375510204081636
MAD, iSDSS, 0.15722704081632657
MAD, J0861, 0.18508641975308643
Variance NXS, J0395, -420.5349451710931
Variance NXS, gSDSS, 7.1032659683667925
Variance NXS, J0515, -25.675475483198944
Variance NXS, rSDSS, 16.08033822937274
Variance NXS, J0660, 2.997758031162343
Variance NXS, iSDSS, 5.234492248443761
Variance NXS, J0861, 78.74637102627386
Peak to Peak, J0395, 9.518518518518507
Peak to Peak, gSDSS, 2.655172413793103
Peak to Peak, J0515, 0.2885375494071146
Peak to Peak, rSDSS, 2.755102040816327
Peak to Peak, J0660, 11.684210526315796
Peak to Peak, iSDSS, -2.9591836734693886
Peak to Peak, J0861, -7.1621621621621605
Lag-1 Autocorrelation, J0395, -866471071123862.0
Lag-1 Autocorrelation, gSDSS, -1995134115436352.5
Lag-1 Autocorrelation, J0515, 768177862540678.6
Lag-1 Autocorrelation, rSDSS, -6189407260131046.0
Lag-1 Autocorrelation, J0660, 8604226718744313.0
Lag-1 Autocorrelation, iSDSS, 484202195293145.75
Lag-1 Autocorrelation, J0861, nan

