Method, Filter, Result
IQR, J0395, 0.224
IQR, gSDSS, 0.283
IQR, J0515, 0.137
IQR, rSDSS, 0.29450000000000004
IQR, J0660, 0.08700000000000001
IQR, iSDSS, 0.203
IQR, J0861, 0.184
IQR Weighted, J0395, 111.77609329446064
IQR Weighted, gSDSS, 2811.2821220085834
IQR Weighted, J0515, 457.9820069204152
IQR Weighted, rSDSS, 5711.443452380953
IQR Weighted, J0660, 795.1652892561983
IQR Weighted, iSDSS, 2806.700680272109
IQR Weighted, J0861, 1945.5665186184665
ETA, J0395, 1.6355553282673623
ETA, gSDSS, 1.2848034597173905
ETA, J0515, 1.6731630090688676
ETA, rSDSS, 1.6565558750007423
ETA, J0660, 1.7923181560885197
ETA, iSDSS, 1.2049429984097098
ETA, J0861, 1.1309118830009026
ETA Weighted, J0395, 15.372696994689376
ETA Weighted, gSDSS, 94.77462837128745
ETA Weighted, J0515, 27.31009779923871
ETA Weighted, rSDSS, 23.432268214717823
ETA Weighted, J0660, 23.09284126233354
ETA Weighted, iSDSS, 60.670057309138066
ETA Weighted, J0861, 61.283682433762664
Sigma Weighted, J0395, 0.4030129960140002
Sigma Weighted, gSDSS, 0.35804405441016535
Sigma Weighted, J0515, 0.2927842748164581
Sigma Weighted, rSDSS, 0.24775039438272434
Sigma Weighted, J0660, 0.1892662242123386
Sigma Weighted, iSDSS, 0.19672675921320046
Sigma Weighted, J0861, 0.17999343915135863
MAD, J0395, 0.3432122473246136
MAD, gSDSS, 0.32278399999999996
MAD, J0515, 0.24958858501783587
MAD, rSDSS, 0.23077685950413224
MAD, J0660, 0.16645060018467223
MAD, iSDSS, 0.1800104166666667
MAD, J0861, 0.16203125
Variance NXS, J0395, 2.994869594526084
Variance NXS, gSDSS, 2.5076426511234624
Variance NXS, J0515, 3.5300607644553015
Variance NXS, rSDSS, 4.002588076375806
Variance NXS, J0660, 3.968825867334953
Variance NXS, iSDSS, 9.500072883633429
Variance NXS, J0861, 12.156725583310878
Peak to Peak, J0395, -1.4173505275498242
Peak to Peak, gSDSS, -1.230876216968011
Peak to Peak, J0515, -1.4547008547008549
Peak to Peak, rSDSS, -2.073015873015873
Peak to Peak, J0660, -1.7289156626506026
Peak to Peak, iSDSS, -2.48
Peak to Peak, J0861, -3.039735099337748
Lag-1 Autocorrelation, J0395, 1.848458673519508e+16
Lag-1 Autocorrelation, gSDSS, -6489464260960122.0
Lag-1 Autocorrelation, J0515, -1502909837054627.2
Lag-1 Autocorrelation, rSDSS, -3426784863466312.0
Lag-1 Autocorrelation, J0660, 3254833288965353.0
Lag-1 Autocorrelation, iSDSS, 3312048736734859.5
Lag-1 Autocorrelation, J0861, 8155233766357932.0

